Province/State,Country/Region,Lat,Long,Date,Value
Western Australia,Australia,-31.9505,115.8605,2020-02-13,0
Western Australia,Australia,-31.9505,115.8605,2020-02-12,0
Western Australia,Australia,-31.9505,115.8605,2020-02-11,0
Western Australia,Australia,-31.9505,115.8605,2020-02-10,0
Western Australia,Australia,-31.9505,115.8605,2020-02-09,0
Western Australia,Australia,-31.9505,115.8605,2020-02-08,0
Western Australia,Australia,-31.9505,115.8605,2020-02-07,0
Western Australia,Australia,-31.9505,115.8605,2020-02-06,0
Western Australia,Australia,-31.9505,115.8605,2020-02-05,0
Western Australia,Australia,-31.9505,115.8605,2020-02-04,0
Western Australia,Australia,-31.9505,115.8605,2020-02-03,0
Western Australia,Australia,-31.9505,115.8605,2020-02-02,0
Western Australia,Australia,-31.9505,115.8605,2020-02-01,0
Western Australia,Australia,-31.9505,115.8605,2020-01-31,0
Western Australia,Australia,-31.9505,115.8605,2020-01-30,0
Western Australia,Australia,-31.9505,115.8605,2020-01-29,0
Western Australia,Australia,-31.9505,115.8605,2020-01-28,0
Western Australia,Australia,-31.9505,115.8605,2020-01-27,0
Western Australia,Australia,-31.9505,115.8605,2020-01-26,0
Western Australia,Australia,-31.9505,115.8605,2020-01-25,0
Western Australia,Australia,-31.9505,115.8605,2020-01-24,0
Western Australia,Australia,-31.9505,115.8605,2020-01-23,0
Western Australia,Australia,-31.9505,115.8605,2020-01-22,0
,Austria,47.5162,14.5501,2020-03-24,5283
,Austria,47.5162,14.5501,2020-03-23,4474
,Austria,47.5162,14.5501,2020-03-22,3582
,Austria,47.5162,14.5501,2020-03-21,2814
,Austria,47.5162,14.5501,2020-03-20,2388
,Austria,47.5162,14.5501,2020-03-19,2013
,Austria,47.5162,14.5501,2020-03-18,1646
,Austria,47.5162,14.5501,2020-03-17,1332
,Austria,47.5162,14.5501,2020-03-16,1018
,Austria,47.5162,14.5501,2020-03-15,860
,Austria,47.5162,14.5501,2020-03-14,655
,Austria,47.5162,14.5501,2020-03-13,504
,Austria,47.5162,14.5501,2020-03-12,302
,Austria,47.5162,14.5501,2020-03-11,246
,Austria,47.5162,14.5501,2020-03-10,182
,Austria,47.5162,14.5501,2020-03-09,131
,Austria,47.5162,14.5501,2020-03-08,104
,Austria,47.5162,14.5501,2020-03-07,79
,Austria,47.5162,14.5501,2020-03-06,55
,Austria,47.5162,14.5501,2020-03-05,41
,Austria,47.5162,14.5501,2020-03-04,29
,Austria,47.5162,14.5501,2020-03-03,21
,Austria,47.5162,14.5501,2020-03-02,18
,Austria,47.5162,14.5501,2020-03-01,14
,Austria,47.5162,14.5501,2020-02-29,9
,Austria,47.5162,14.5501,2020-02-28,3
,Austria,47.5162,14.5501,2020-02-27,3
,Austria,47.5162,14.5501,2020-02-26,2
,Austria,47.5162,14.5501,2020-02-25,2
,Austria,47.5162,14.5501,2020-02-24,0
,Austria,47.5162,14.5501,2020-02-23,0
,Austria,47.5162,14.5501,2020-02-22,0
,Austria,47.5162,14.5501,2020-02-21,0
,Austria,47.5162,14.5501,2020-02-20,0
,Austria,47.5162,14.5501,2020-02-19,0
,Austria,47.5162,14.5501,2020-02-18,0
,Austria,47.5162,14.5501,2020-02-17,0
,Austria,47.5162,14.5501,2020-02-16,0
,Austria,47.5162,14.5501,2020-02-15,0
,Austria,47.5162,14.5501,2020-02-14,0
,Austria,47.5162,14.5501,2020-02-13,0
,Austria,47.5162,14.5501,2020-02-12,0
,Austria,47.5162,14.5501,2020-02-11,0
,Austria,47.5162,14.5501,2020-02-10,0
,Austria,47.5162,14.5501,2020-02-09,0
,Austria,47.5162,14.5501,2020-02-08,0
,Austria,47.5162,14.5501,2020-02-07,0
,Austria,47.5162,14.5501,2020-02-06,0
,Austria,47.5162,14.5501,2020-02-05,0
,Austria,47.5162,14.5501,2020-02-04,0
,Austria,47.5162,14.5501,2020-02-03,0
,Austria,47.5162,14.5501,2020-02-02,0
,Austria,47.5162,14.5501,2020-02-01,0
,Austria,47.5162,14.5501,2020-01-31,0
,Austria,47.5162,14.5501,2020-01-30,0
,Austria,47.5162,14.5501,2020-01-29,0
,Austria,47.5162,14.5501,2020-01-28,0
,Austria,47.5162,14.5501,2020-01-27,0
,Austria,47.5162,14.5501,2020-01-26,0
,Austria,47.5162,14.5501,2020-01-25,0
,Austria,47.5162,14.5501,2020-01-24,0
,Austria,47.5162,14.5501,2020-01-23,0
,Austria,47.5162,14.5501,2020-01-22,0
,Azerbaijan,40.1431,47.5769,2020-03-24,87
,Azerbaijan,40.1431,47.5769,2020-03-23,72
,Azerbaijan,40.1431,47.5769,2020-03-22,65
,Azerbaijan,40.1431,47.5769,2020-03-21,53
,Azerbaijan,40.1431,47.5769,2020-03-20,44
,Azerbaijan,40.1431,47.5769,2020-03-19,44
,Azerbaijan,40.1431,47.5769,2020-03-18,28
,Azerbaijan,40.1431,47.5769,2020-03-17,28
,Azerbaijan,40.1431,47.5769,2020-03-16,28
,Azerbaijan,40.1431,47.5769,2020-03-15,23
,Azerbaijan,40.1431,47.5769,2020-03-14,15
,Azerbaijan,40.1431,47.5769,2020-03-13,15
,Azerbaijan,40.1431,47.5769,2020-03-12,11
,Azerbaijan,40.1431,47.5769,2020-03-11,11
,Azerbaijan,40.1431,47.5769,2020-03-10,11
,Azerbaijan,40.1431,47.5769,2020-03-09,9
,Azerbaijan,40.1431,47.5769,2020-03-08,9
,Azerbaijan,40.1431,47.5769,2020-03-07,9
,Azerbaijan,40.1431,47.5769,2020-03-06,6
,Azerbaijan,40.1431,47.5769,2020-03-05,6
,Azerbaijan,40.1431,47.5769,2020-03-04,3
,Azerbaijan,40.1431,47.5769,2020-03-03,3
,Azerbaijan,40.1431,47.5769,2020-03-02,3
,Azerbaijan,40.1431,47.5769,2020-03-01,3
,Azerbaijan,40.1431,47.5769,2020-02-29,0
,Azerbaijan,40.1431,47.5769,2020-02-28,0
,Azerbaijan,40.1431,47.5769,2020-02-27,0
,Azerbaijan,40.1431,47.5769,2020-02-26,0
,Azerbaijan,40.1431,47.5769,2020-02-25,0
,Azerbaijan,40.1431,47.5769,2020-02-24,0
,Azerbaijan,40.1431,47.5769,2020-02-23,0
,Azerbaijan,40.1431,47.5769,2020-02-22,0
,Azerbaijan,40.1431,47.5769,2020-02-21,0
,Azerbaijan,40.1431,47.5769,2020-02-20,0
,Azerbaijan,40.1431,47.5769,2020-02-19,0
,Azerbaijan,40.1431,47.5769,2020-02-18,0
,Azerbaijan,40.1431,47.5769,2020-02-17,0
,Azerbaijan,40.1431,47.5769,2020-02-16,0
,Azerbaijan,40.1431,47.5769,2020-02-15,0
,Azerbaijan,40.1431,47.5769,2020-02-14,0
,Azerbaijan,40.1431,47.5769,2020-02-13,0
,Azerbaijan,40.1431,47.5769,2020-02-12,0
,Azerbaijan,40.1431,47.5769,2020-02-11,0
,Azerbaijan,40.1431,47.5769,2020-02-10,0
,Azerbaijan,40.1431,47.5769,2020-02-09,0
,Azerbaijan,40.1431,47.5769,2020-02-08,0
,Azerbaijan,40.1431,47.5769,2020-02-07,0
,Azerbaijan,40.1431,47.5769,2020-02-06,0
,Azerbaijan,40.1431,47.5769,2020-02-05,0
,Azerbaijan,40.1431,47.5769,2020-02-04,0
,Azerbaijan,40.1431,47.5769,2020-02-03,0
,Azerbaijan,40.1431,47.5769,2020-02-02,0
,Azerbaijan,40.1431,47.5769,2020-02-01,0
,Azerbaijan,40.1431,47.5769,2020-01-31,0
,Azerbaijan,40.1431,47.5769,2020-01-30,0
,Azerbaijan,40.1431,47.5769,2020-01-29,0
,Azerbaijan,40.1431,47.5769,2020-01-28,0
,Azerbaijan,40.1431,47.5769,2020-01-27,0
,Azerbaijan,40.1431,47.5769,2020-01-26,0
,Azerbaijan,40.1431,47.5769,2020-01-25,0
,Azerbaijan,40.1431,47.5769,2020-01-24,0
,Azerbaijan,40.1431,47.5769,2020-01-23,0
,Azerbaijan,40.1431,47.5769,2020-01-22,0
,Bahamas,25.0343,-77.3963,2020-03-24,5
,Bahamas,25.0343,-77.3963,2020-03-23,4
,Bahamas,25.0343,-77.3963,2020-03-22,4
,Bahamas,25.0343,-77.3963,2020-03-21,4
,Bahamas,25.0343,-77.3963,2020-03-20,3
,Bahamas,25.0343,-77.3963,2020-03-19,3
,Bahamas,25.0343,-77.3963,2020-03-18,1
,Bahamas,25.0343,-77.3963,2020-03-17,1
,Bahamas,25.0343,-77.3963,2020-03-16,1
,Bahamas,25.0343,-77.3963,2020-03-15,0
,Bahamas,25.0343,-77.3963,2020-03-14,0
,Bahamas,25.0343,-77.3963,2020-03-13,0
,Bahamas,25.0343,-77.3963,2020-03-12,0
,Bahamas,25.0343,-77.3963,2020-03-11,0
,Bahamas,25.0343,-77.3963,2020-03-10,0
,Bahamas,25.0343,-77.3963,2020-03-09,0
,Bahamas,25.0343,-77.3963,2020-03-08,0
,Bahamas,25.0343,-77.3963,2020-03-07,0
,Bahamas,25.0343,-77.3963,2020-03-06,0
,Bahamas,25.0343,-77.3963,2020-03-05,0
,Bahamas,25.0343,-77.3963,2020-03-04,0
,Bahamas,25.0343,-77.3963,2020-03-03,0
,Bahamas,25.0343,-77.3963,2020-03-02,0
,Bahamas,25.0343,-77.3963,2020-03-01,0
,Bahamas,25.0343,-77.3963,2020-02-29,0
,Bahamas,25.0343,-77.3963,2020-02-28,0
,Bahamas,25.0343,-77.3963,2020-02-27,0
,Bahamas,25.0343,-77.3963,2020-02-26,0
,Bahamas,25.0343,-77.3963,2020-02-25,0
,Bahamas,25.0343,-77.3963,2020-02-24,0
,Bahamas,25.0343,-77.3963,2020-02-23,0
,Bahamas,25.0343,-77.3963,2020-02-22,0
,Bahamas,25.0343,-77.3963,2020-02-21,0
,Bahamas,25.0343,-77.3963,2020-02-20,0
,Bahamas,25.0343,-77.3963,2020-02-19,0
,Bahamas,25.0343,-77.3963,2020-02-18,0
,Bahamas,25.0343,-77.3963,2020-02-17,0
,Bahamas,25.0343,-77.3963,2020-02-16,0
,Bahamas,25.0343,-77.3963,2020-02-15,0
,Bahamas,25.0343,-77.3963,2020-02-14,0
,Bahamas,25.0343,-77.3963,2020-02-13,0
,Bahamas,25.0343,-77.3963,2020-02-12,0
,Bahamas,25.0343,-77.3963,2020-02-11,0
,Bahamas,25.0343,-77.3963,2020-02-10,0
,Bahamas,25.0343,-77.3963,2020-02-09,0
,Bahamas,25.0343,-77.3963,2020-02-08,0
,Bahamas,25.0343,-77.3963,2020-02-07,0
,Bahamas,25.0343,-77.3963,2020-02-06,0
,Bahamas,25.0343,-77.3963,2020-02-05,0
,Bahamas,25.0343,-77.3963,2020-02-04,0
,Bahamas,25.0343,-77.3963,2020-02-03,0
,Bahamas,25.0343,-77.3963,2020-02-02,0
,Bahamas,25.0343,-77.3963,2020-02-01,0
,Bahamas,25.0343,-77.3963,2020-01-31,0
,Bahamas,25.0343,-77.3963,2020-01-30,0
,Bahamas,25.0343,-77.3963,2020-01-29,0
,Bahamas,25.0343,-77.3963,2020-01-28,0
,Bahamas,25.0343,-77.3963,2020-01-27,0
,Bahamas,25.0343,-77.3963,2020-01-26,0
,Bahamas,25.0343,-77.3963,2020-01-25,0
,Bahamas,25.0343,-77.3963,2020-01-24,0
,Bahamas,25.0343,-77.3963,2020-01-23,0
,Bahamas,25.0343,-77.3963,2020-01-22,0
,Bahrain,26.0275,50.55,2020-03-24,392
,Bahrain,26.0275,50.55,2020-03-23,377
,Bahrain,26.0275,50.55,2020-03-22,334
,Bahrain,26.0275,50.55,2020-03-21,305
,Bahrain,26.0275,50.55,2020-03-20,285
,Bahrain,26.0275,50.55,2020-03-19,278
,Bahrain,26.0275,50.55,2020-03-18,256
,Bahrain,26.0275,50.55,2020-03-17,228
,Bahrain,26.0275,50.55,2020-03-16,214
,Bahrain,26.0275,50.55,2020-03-15,214
,Bahrain,26.0275,50.55,2020-03-14,210
,Bahrain,26.0275,50.55,2020-03-13,195
,Bahrain,26.0275,50.55,2020-03-12,195
,Bahrain,26.0275,50.55,2020-03-11,195
,Bahrain,26.0275,50.55,2020-03-10,110
,Bahrain,26.0275,50.55,2020-03-09,95
,Bahrain,26.0275,50.55,2020-03-08,85
,Bahrain,26.0275,50.55,2020-03-07,85
,Bahrain,26.0275,50.55,2020-03-06,60
,Bahrain,26.0275,50.55,2020-03-05,55
,Bahrain,26.0275,50.55,2020-03-04,52
,Bahrain,26.0275,50.55,2020-03-03,49
,Bahrain,26.0275,50.55,2020-03-02,49
,Bahrain,26.0275,50.55,2020-03-01,47
,Bahrain,26.0275,50.55,2020-02-29,41
,Bahrain,26.0275,50.55,2020-02-28,36
,Bahrain,26.0275,50.55,2020-02-27,33
,Bahrain,26.0275,50.55,2020-02-26,33
,Bahrain,26.0275,50.55,2020-02-25,23
,Bahrain,26.0275,50.55,2020-02-24,1
,Bahrain,26.0275,50.55,2020-02-23,0
,Bahrain,26.0275,50.55,2020-02-22,0
,Bahrain,26.0275,50.55,2020-02-21,0
,Bahrain,26.0275,50.55,2020-02-20,0
,Bahrain,26.0275,50.55,2020-02-19,0
,Bahrain,26.0275,50.55,2020-02-18,0
,Bahrain,26.0275,50.55,2020-02-17,0
,Bahrain,26.0275,50.55,2020-02-16,0
,Bahrain,26.0275,50.55,2020-02-15,0
,Bahrain,26.0275,50.55,2020-02-14,0
,Bahrain,26.0275,50.55,2020-02-13,0
,Bahrain,26.0275,50.55,2020-02-12,0
,Bahrain,26.0275,50.55,2020-02-11,0
,Bahrain,26.0275,50.55,2020-02-10,0
,Bahrain,26.0275,50.55,2020-02-09,0
,Bahrain,26.0275,50.55,2020-02-08,0
,Bahrain,26.0275,50.55,2020-02-07,0
,Bahrain,26.0275,50.55,2020-02-06,0
,Bahrain,26.0275,50.55,2020-02-05,0
,Bahrain,26.0275,50.55,2020-02-04,0
,Bahrain,26.0275,50.55,2020-02-03,0
,Bahrain,26.0275,50.55,2020-02-02,0
,Bahrain,26.0275,50.55,2020-02-01,0
,Bahrain,26.0275,50.55,2020-01-31,0
,Bahrain,26.0275,50.55,2020-01-30,0
,Bahrain,26.0275,50.55,2020-01-29,0
,Bahrain,26.0275,50.55,2020-01-28,0
,Bahrain,26.0275,50.55,2020-01-27,0
,Bahrain,26.0275,50.55,2020-01-26,0
,Bahrain,26.0275,50.55,2020-01-25,0
,Bahrain,26.0275,50.55,2020-01-24,0
,Bahrain,26.0275,50.55,2020-01-23,0
,Bahrain,26.0275,50.55,2020-01-22,0
,Bangladesh,23.685,90.3563,2020-03-24,39
,Bangladesh,23.685,90.3563,2020-03-23,33
,Bangladesh,23.685,90.3563,2020-03-22,27
,Bangladesh,23.685,90.3563,2020-03-21,25
,Bangladesh,23.685,90.3563,2020-03-20,20
,Bangladesh,23.685,90.3563,2020-03-19,17
,Bangladesh,23.685,90.3563,2020-03-18,14
,Bangladesh,23.685,90.3563,2020-03-17,10
,Bangladesh,23.685,90.3563,2020-03-16,8
,Bangladesh,23.685,90.3563,2020-03-15,5
,Bangladesh,23.685,90.3563,2020-03-14,3
,Bangladesh,23.685,90.3563,2020-03-13,3
,Bangladesh,23.685,90.3563,2020-03-12,3
,Bangladesh,23.685,90.3563,2020-03-11,3
,Bangladesh,23.685,90.3563,2020-03-10,3
,Bangladesh,23.685,90.3563,2020-03-09,3
,Bangladesh,23.685,90.3563,2020-03-08,3
,Bangladesh,23.685,90.3563,2020-03-07,0
,Bangladesh,23.685,90.3563,2020-03-06,0
,Bangladesh,23.685,90.3563,2020-03-05,0
,Bangladesh,23.685,90.3563,2020-03-04,0
,Bangladesh,23.685,90.3563,2020-03-03,0
,Bangladesh,23.685,90.3563,2020-03-02,0
,Bangladesh,23.685,90.3563,2020-03-01,0
,Bangladesh,23.685,90.3563,2020-02-29,0
,Bangladesh,23.685,90.3563,2020-02-28,0
,Bangladesh,23.685,90.3563,2020-02-27,0
,Bangladesh,23.685,90.3563,2020-02-26,0
,Bangladesh,23.685,90.3563,2020-02-25,0
,Bangladesh,23.685,90.3563,2020-02-24,0
,Bangladesh,23.685,90.3563,2020-02-23,0
,Bangladesh,23.685,90.3563,2020-02-22,0
,Bangladesh,23.685,90.3563,2020-02-21,0
,Bangladesh,23.685,90.3563,2020-02-20,0
,Bangladesh,23.685,90.3563,2020-02-19,0
,Bangladesh,23.685,90.3563,2020-02-18,0
,Bangladesh,23.685,90.3563,2020-02-17,0
,Bangladesh,23.685,90.3563,2020-02-16,0
,Bangladesh,23.685,90.3563,2020-02-15,0
,Bangladesh,23.685,90.3563,2020-02-14,0
,Bangladesh,23.685,90.3563,2020-02-13,0
,Bangladesh,23.685,90.3563,2020-02-12,0
,Bangladesh,23.685,90.3563,2020-02-11,0
,Bangladesh,23.685,90.3563,2020-02-10,0
,Bangladesh,23.685,90.3563,2020-02-09,0
,Bangladesh,23.685,90.3563,2020-02-08,0
,Bangladesh,23.685,90.3563,2020-02-07,0
,Bangladesh,23.685,90.3563,2020-02-06,0
,Bangladesh,23.685,90.3563,2020-02-05,0
,Bangladesh,23.685,90.3563,2020-02-04,0
,Bangladesh,23.685,90.3563,2020-02-03,0
,Bangladesh,23.685,90.3563,2020-02-02,0
,Bangladesh,23.685,90.3563,2020-02-01,0
,Bangladesh,23.685,90.3563,2020-01-31,0
,Bangladesh,23.685,90.3563,2020-01-30,0
,Bangladesh,23.685,90.3563,2020-01-29,0
,Bangladesh,23.685,90.3563,2020-01-28,0
,Bangladesh,23.685,90.3563,2020-01-27,0
,Bangladesh,23.685,90.3563,2020-01-26,0
,Bangladesh,23.685,90.3563,2020-01-25,0
,Bangladesh,23.685,90.3563,2020-01-24,0
,Bangladesh,23.685,90.3563,2020-01-23,0
,Bangladesh,23.685,90.3563,2020-01-22,0
,Barbados,13.1939,-59.5432,2020-03-24,18
,Barbados,13.1939,-59.5432,2020-03-23,17
,Barbados,13.1939,-59.5432,2020-03-22,14
,Barbados,13.1939,-59.5432,2020-03-21,6
,Barbados,13.1939,-59.5432,2020-03-20,5
,Barbados,13.1939,-59.5432,2020-03-19,5
,Barbados,13.1939,-59.5432,2020-03-18,2
,Barbados,13.1939,-59.5432,2020-03-17,2
,Barbados,13.1939,-59.5432,2020-03-16,0
,Barbados,13.1939,-59.5432,2020-03-15,0
,Barbados,13.1939,-59.5432,2020-03-14,0
,Barbados,13.1939,-59.5432,2020-03-13,0
,Barbados,13.1939,-59.5432,2020-03-12,0
,Barbados,13.1939,-59.5432,2020-03-11,0
,Barbados,13.1939,-59.5432,2020-03-10,0
,Barbados,13.1939,-59.5432,2020-03-09,0
,Barbados,13.1939,-59.5432,2020-03-08,0
,Barbados,13.1939,-59.5432,2020-03-07,0
,Barbados,13.1939,-59.5432,2020-03-06,0
,Barbados,13.1939,-59.5432,2020-03-05,0
,Barbados,13.1939,-59.5432,2020-03-04,0
,Barbados,13.1939,-59.5432,2020-03-03,0
,Barbados,13.1939,-59.5432,2020-03-02,0
,Barbados,13.1939,-59.5432,2020-03-01,0
,Barbados,13.1939,-59.5432,2020-02-29,0
,Barbados,13.1939,-59.5432,2020-02-28,0
,Barbados,13.1939,-59.5432,2020-02-27,0
,Barbados,13.1939,-59.5432,2020-02-26,0
,Barbados,13.1939,-59.5432,2020-02-25,0
,Barbados,13.1939,-59.5432,2020-02-24,0
,Barbados,13.1939,-59.5432,2020-02-23,0
,Barbados,13.1939,-59.5432,2020-02-22,0
,Barbados,13.1939,-59.5432,2020-02-21,0
,Barbados,13.1939,-59.5432,2020-02-20,0
,Barbados,13.1939,-59.5432,2020-02-19,0
,Barbados,13.1939,-59.5432,2020-02-18,0
,Barbados,13.1939,-59.5432,2020-02-17,0
,Barbados,13.1939,-59.5432,2020-02-16,0
,Barbados,13.1939,-59.5432,2020-02-15,0
,Barbados,13.1939,-59.5432,2020-02-14,0
,Barbados,13.1939,-59.5432,2020-02-13,0
,Barbados,13.1939,-59.5432,2020-02-12,0
,Barbados,13.1939,-59.5432,2020-02-11,0
,Barbados,13.1939,-59.5432,2020-02-10,0
,Barbados,13.1939,-59.5432,2020-02-09,0
,Barbados,13.1939,-59.5432,2020-02-08,0
,Barbados,13.1939,-59.5432,2020-02-07,0
,Barbados,13.1939,-59.5432,2020-02-06,0
,Barbados,13.1939,-59.5432,2020-02-05,0
,Barbados,13.1939,-59.5432,2020-02-04,0
,Barbados,13.1939,-59.5432,2020-02-03,0
,Barbados,13.1939,-59.5432,2020-02-02,0
,Barbados,13.1939,-59.5432,2020-02-01,0
,Barbados,13.1939,-59.5432,2020-01-31,0
,Barbados,13.1939,-59.5432,2020-01-30,0
,Barbados,13.1939,-59.5432,2020-01-29,0
,Barbados,13.1939,-59.5432,2020-01-28,0
,Barbados,13.1939,-59.5432,2020-01-27,0
,Barbados,13.1939,-59.5432,2020-01-26,0
,Barbados,13.1939,-59.5432,2020-01-25,0
,Barbados,13.1939,-59.5432,2020-01-24,0
,Barbados,13.1939,-59.5432,2020-01-23,0
,Barbados,13.1939,-59.5432,2020-01-22,0
,Belarus,53.7098,27.9534,2020-03-24,81
,Belarus,53.7098,27.9534,2020-03-23,81
,Belarus,53.7098,27.9534,2020-03-22,76
,Belarus,53.7098,27.9534,2020-03-21,76
,Belarus,53.7098,27.9534,2020-03-20,69
,Belarus,53.7098,27.9534,2020-03-19,51
,Belarus,53.7098,27.9534,2020-03-18,51
,Belarus,53.7098,27.9534,2020-03-17,36
,Belarus,53.7098,27.9534,2020-03-16,36
,Belarus,53.7098,27.9534,2020-03-15,27
,Belarus,53.7098,27.9534,2020-03-14,27
,Belarus,53.7098,27.9534,2020-03-13,27
,Belarus,53.7098,27.9534,2020-03-12,12
,Belarus,53.7098,27.9534,2020-03-11,9
,Belarus,53.7098,27.9534,2020-03-10,9
,Belarus,53.7098,27.9534,2020-03-09,6
,Belarus,53.7098,27.9534,2020-03-08,6
,Belarus,53.7098,27.9534,2020-03-07,6
,Belarus,53.7098,27.9534,2020-03-06,6
,Belarus,53.7098,27.9534,2020-03-05,6
,Belarus,53.7098,27.9534,2020-03-04,6
,Belarus,53.7098,27.9534,2020-03-03,1
,Belarus,53.7098,27.9534,2020-03-02,1
,Belarus,53.7098,27.9534,2020-03-01,1
,Belarus,53.7098,27.9534,2020-02-29,1
,Belarus,53.7098,27.9534,2020-02-28,1
,Belarus,53.7098,27.9534,2020-02-27,0
,Belarus,53.7098,27.9534,2020-02-26,0
,Belarus,53.7098,27.9534,2020-02-25,0
,Belarus,53.7098,27.9534,2020-02-24,0
,Belarus,53.7098,27.9534,2020-02-23,0
,Belarus,53.7098,27.9534,2020-02-22,0
,Belarus,53.7098,27.9534,2020-02-21,0
,Belarus,53.7098,27.9534,2020-02-20,0
,Belarus,53.7098,27.9534,2020-02-19,0
,Belarus,53.7098,27.9534,2020-02-18,0
,Belarus,53.7098,27.9534,2020-02-17,0
,Belarus,53.7098,27.9534,2020-02-16,0
,Belarus,53.7098,27.9534,2020-02-15,0
,Belarus,53.7098,27.9534,2020-02-14,0
,Belarus,53.7098,27.9534,2020-02-13,0
,Belarus,53.7098,27.9534,2020-02-12,0
,Belarus,53.7098,27.9534,2020-02-11,0
,Belarus,53.7098,27.9534,2020-02-10,0
,Belarus,53.7098,27.9534,2020-02-09,0
,Belarus,53.7098,27.9534,2020-02-08,0
,Belarus,53.7098,27.9534,2020-02-07,0
,Belarus,53.7098,27.9534,2020-02-06,0
,Belarus,53.7098,27.9534,2020-02-05,0
,Belarus,53.7098,27.9534,2020-02-04,0
,Belarus,53.7098,27.9534,2020-02-03,0
,Belarus,53.7098,27.9534,2020-02-02,0
,Belarus,53.7098,27.9534,2020-02-01,0
,Belarus,53.7098,27.9534,2020-01-31,0
,Belarus,53.7098,27.9534,2020-01-30,0
,Belarus,53.7098,27.9534,2020-01-29,0
,Belarus,53.7098,27.9534,2020-01-28,0
,Belarus,53.7098,27.9534,2020-01-27,0
,Belarus,53.7098,27.9534,2020-01-26,0
,Belarus,53.7098,27.9534,2020-01-25,0
,Belarus,53.7098,27.9534,2020-01-24,0
,Belarus,53.7098,27.9534,2020-01-23,0
,Belarus,53.7098,27.9534,2020-01-22,0
,Belgium,50.8333,4,2020-03-24,4269
,Belgium,50.8333,4,2020-03-23,3743
,Belgium,50.8333,4,2020-03-22,3401
,Belgium,50.8333,4,2020-03-21,2815
,Belgium,50.8333,4,2020-03-20,2257
,Belgium,50.8333,4,2020-03-19,1795
,Belgium,50.8333,4,2020-03-18,1486
,Belgium,50.8333,4,2020-03-17,1243
,Belgium,50.8333,4,2020-03-16,1058
,Belgium,50.8333,4,2020-03-15,886
,Belgium,50.8333,4,2020-03-14,689
,Belgium,50.8333,4,2020-03-13,559
,Belgium,50.8333,4,2020-03-12,314
,Belgium,50.8333,4,2020-03-11,314
,Belgium,50.8333,4,2020-03-10,267
,Belgium,50.8333,4,2020-03-09,239
,Belgium,50.8333,4,2020-03-08,200
,Belgium,50.8333,4,2020-03-07,169
,Belgium,50.8333,4,2020-03-06,109
,Belgium,50.8333,4,2020-03-05,50
,Belgium,50.8333,4,2020-03-04,23
,Belgium,50.8333,4,2020-03-03,13
,Belgium,50.8333,4,2020-03-02,8
,Belgium,50.8333,4,2020-03-01,2
,Belgium,50.8333,4,2020-02-29,1
,Belgium,50.8333,4,2020-02-28,1
,Belgium,50.8333,4,2020-02-27,1
,Belgium,50.8333,4,2020-02-26,1
,Belgium,50.8333,4,2020-02-25,1
,Belgium,50.8333,4,2020-02-24,1
,Belgium,50.8333,4,2020-02-23,1
,Belgium,50.8333,4,2020-02-22,1
,Belgium,50.8333,4,2020-02-21,1
,Belgium,50.8333,4,2020-02-20,1
,Belgium,50.8333,4,2020-02-19,1
,Belgium,50.8333,4,2020-02-18,1
,Belgium,50.8333,4,2020-02-17,1
,Belgium,50.8333,4,2020-02-16,1
,Belgium,50.8333,4,2020-02-15,1
,Belgium,50.8333,4,2020-02-14,1
,Belgium,50.8333,4,2020-02-13,1
,Belgium,50.8333,4,2020-02-12,1
,Belgium,50.8333,4,2020-02-11,1
,Belgium,50.8333,4,2020-02-10,1
,Belgium,50.8333,4,2020-02-09,1
,Belgium,50.8333,4,2020-02-08,1
,Belgium,50.8333,4,2020-02-07,1
,Belgium,50.8333,4,2020-02-06,1
,Belgium,50.8333,4,2020-02-05,1
,Belgium,50.8333,4,2020-02-04,1
,Belgium,50.8333,4,2020-02-03,0
,Belgium,50.8333,4,2020-02-02,0
,Belgium,50.8333,4,2020-02-01,0
,Belgium,50.8333,4,2020-01-31,0
,Belgium,50.8333,4,2020-01-30,0
,Belgium,50.8333,4,2020-01-29,0
,Belgium,50.8333,4,2020-01-28,0
,Belgium,50.8333,4,2020-01-27,0
,Belgium,50.8333,4,2020-01-26,0
,Belgium,50.8333,4,2020-01-25,0
,Belgium,50.8333,4,2020-01-24,0
,Belgium,50.8333,4,2020-01-23,0
,Belgium,50.8333,4,2020-01-22,0
,Belize,13.1939,-59.5432,2020-03-24,1
,Belize,13.1939,-59.5432,2020-03-23,1
,Belize,13.1939,-59.5432,2020-03-22,0
,Belize,13.1939,-59.5432,2020-03-21,0
,Belize,13.1939,-59.5432,2020-03-20,0
,Belize,13.1939,-59.5432,2020-03-19,0
,Belize,13.1939,-59.5432,2020-03-18,0
,Belize,13.1939,-59.5432,2020-03-17,0
,Belize,13.1939,-59.5432,2020-03-16,0
,Belize,13.1939,-59.5432,2020-03-15,0
,Belize,13.1939,-59.5432,2020-03-14,0
,Belize,13.1939,-59.5432,2020-03-13,0
,Belize,13.1939,-59.5432,2020-03-12,0
,Belize,13.1939,-59.5432,2020-03-11,0
,Belize,13.1939,-59.5432,2020-03-10,0
,Belize,13.1939,-59.5432,2020-03-09,0
,Belize,13.1939,-59.5432,2020-03-08,0
,Belize,13.1939,-59.5432,2020-03-07,0
,Belize,13.1939,-59.5432,2020-03-06,0
